aae;sae;pred;TAG_NUL;TAG_NEG;TAG_AIN;TAG_HAB;PRED_NUL;PRED_NEG;PRED_AIN;PRED_HAB;result
The chef from the city is not heading anywhere , she;The chef from the city is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not heading anywhere , they;The chef from the city is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not heading anywhere , he;The chef from the city is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not leaving anywhere , she;The chef from the city is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not leaving anywhere , they;The chef from the city is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not leaving anywhere , he;The chef from the city is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not driving anywhere , she;The chef from the city is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not driving anywhere , they;The chef from the city is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not driving anywhere , he;The chef from the city is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not departing anywhere , she;The chef from the city is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not departing anywhere , they;The chef from the city is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not departing anywhere , he;The chef from the city is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not fleeing anywhere , she;The chef from the city is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not fleeing anywhere , they;The chef from the city is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef from the city is not fleeing anywhere , he;The chef from the city is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not going anywhere , she;The chef on the phone is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not going anywhere , they;The chef on the phone is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not going anywhere , he;The chef on the phone is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not heading anywhere , she;The chef on the phone is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not heading anywhere , they;The chef on the phone is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not heading anywhere , he;The chef on the phone is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not leaving anywhere , she;The chef on the phone is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not leaving anywhere , they;The chef on the phone is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not leaving anywhere , he;The chef on the phone is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not driving anywhere , she;The chef on the phone is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not driving anywhere , they;The chef on the phone is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not driving anywhere , he;The chef on the phone is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not departing anywhere , she;The chef on the phone is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not departing anywhere , they;The chef on the phone is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not departing anywhere , he;The chef on the phone is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not fleeing anywhere , she;The chef on the phone is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not fleeing anywhere , they;The chef on the phone is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef on the phone is not fleeing anywhere , he;The chef on the phone is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not going anywhere , she;The chef with the blue umbrella is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not going anywhere , they;The chef with the blue umbrella is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not going anywhere , he;The chef with the blue umbrella is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not heading anywhere , she;The chef with the blue umbrella is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not heading anywhere , they;The chef with the blue umbrella is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not heading anywhere , he;The chef with the blue umbrella is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not leaving anywhere , she;The chef with the blue umbrella is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not leaving anywhere , they;The chef with the blue umbrella is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not leaving anywhere , he;The chef with the blue umbrella is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not driving anywhere , she;The chef with the blue umbrella is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not driving anywhere , they;The chef with the blue umbrella is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not driving anywhere , he;The chef with the blue umbrella is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not departing anywhere , she;The chef with the blue umbrella is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not departing anywhere , they;The chef with the blue umbrella is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not departing anywhere , he;The chef with the blue umbrella is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not fleeing anywhere , she;The chef with the blue umbrella is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not fleeing anywhere , they;The chef with the blue umbrella is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The chef with the blue umbrella is not fleeing anywhere , he;The chef with the blue umbrella is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not going anywhere , she;The dogwalker is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not going anywhere , they;The dogwalker is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not going anywhere , he;The dogwalker is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not heading anywhere , she;The dogwalker is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not heading anywhere , they;The dogwalker is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not heading anywhere , he;The dogwalker is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not leaving anywhere , she;The dogwalker is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not leaving anywhere , they;The dogwalker is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not leaving anywhere , he;The dogwalker is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not driving anywhere , she;The dogwalker is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not driving anywhere , they;The dogwalker is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not driving anywhere , he;The dogwalker is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not departing anywhere , she;The dogwalker is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not departing anywhere , they;The dogwalker is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not departing anywhere , he;The dogwalker is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not fleeing anywhere , she;The dogwalker is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not fleeing anywhere , they;The dogwalker is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker is not fleeing anywhere , he;The dogwalker is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not going anywhere , she;The dogwalker with a hat is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not going anywhere , they;The dogwalker with a hat is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not going anywhere , he;The dogwalker with a hat is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not heading anywhere , she;The dogwalker with a hat is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not heading anywhere , they;The dogwalker with a hat is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not heading anywhere , he;The dogwalker with a hat is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not leaving anywhere , she;The dogwalker with a hat is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not leaving anywhere , they;The dogwalker with a hat is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not leaving anywhere , he;The dogwalker with a hat is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not driving anywhere , she;The dogwalker with a hat is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not driving anywhere , they;The dogwalker with a hat is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not driving anywhere , he;The dogwalker with a hat is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not departing anywhere , she;The dogwalker with a hat is not departing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not departing anywhere , they;The dogwalker with a hat is not departing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not departing anywhere , he;The dogwalker with a hat is not departing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not fleeing anywhere , she;The dogwalker with a hat is not fleeing nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not fleeing anywhere , they;The dogwalker with a hat is not fleeing nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker with a hat is not fleeing anywhere , he;The dogwalker with a hat is not fleeing nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not going anywhere , she;The dogwalker from the city is not going nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not going anywhere , they;The dogwalker from the city is not going nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not going anywhere , he;The dogwalker from the city is not going nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not heading anywhere , she;The dogwalker from the city is not heading nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not heading anywhere , they;The dogwalker from the city is not heading nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not heading anywhere , he;The dogwalker from the city is not heading nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not leaving anywhere , she;The dogwalker from the city is not leaving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not leaving anywhere , they;The dogwalker from the city is not leaving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not leaving anywhere , he;The dogwalker from the city is not leaving nowhere , he;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not driving anywhere , she;The dogwalker from the city is not driving nowhere , she;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not driving anywhere , they;The dogwalker from the city is not driving nowhere , they;staying;1;1;0;0;1;0;0;0;1
The dogwalker from the city is not driving anywhere , he;The dogwalker from the city is not driving nowhere , he;staying;1;1;0;0;1;0;0;0;1
